position_name,position_url,position_10%_salary,position_90%_salary,category_name,category_url,category_10%_salary,category_90%_salary
Quality Inspector,https://www.manoalga.lt/en/salaryinfo/production/quality-inspector,989.0,2209.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Service Engineer,https://www.manoalga.lt/en/salaryinfo/production/service-engineer,1028.8408208541,3447.9571085228,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Service Technician,https://www.manoalga.lt/en/salaryinfo/production/service-technician,1189.0,2913.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Technologist,https://www.manoalga.lt/en/salaryinfo/production/technologist,1031.0,2058.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Toolmaker,https://www.manoalga.lt/en/salaryinfo/production/toolmaker,956.7387687188,1945.8310223701,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Varnisher,https://www.manoalga.lt/en/salaryinfo/production/varnisher,,,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Advisor,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/advisor,1216.4910334627,2930.3013496025,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Chief Advisor,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/chief-advisor,942.0,1924.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Chief Official,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/chief-official,1100.0,2335.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Chief State Advisor,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/chief-state-advisor,930.0,3187.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Chief borough controller,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/chief-borough-controller,1115.73303753,3478.4618228878,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Customs Officer,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/customs-officer,1023.0,2080.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Department Director,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/department-director,1319.0,4101.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Inspector,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/inspector,946.0,1890.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Official,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/official,1019.0,2358.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Secretary,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/secretary,773.0,1579.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Senior Associate,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/senior-associate,1047.3285265299,2442.2259197634,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Specialist Advisor,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/specialist-advisor,1082.0,2146.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
Specialist Official,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/specialist-official,1106.0,2310.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
State Advisor,https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance/state-advisor,1152.0,2313.0,"Public Administration, Self-governance",https://www.manoalga.lt/en/salaryinfo/public-administration-self-governance,1079.0,2659.0
ISO Specialist,https://www.manoalga.lt/en/salaryinfo/quality-management/iso-specialist,893.0,2066.0,Quality Management,https://www.manoalga.lt/en/salaryinfo/quality-management,911.0,2209.0
Quality Engineer,https://www.manoalga.lt/en/salaryinfo/quality-management/quality-engineer,917.0,2346.0,Quality Management,https://www.manoalga.lt/en/salaryinfo/quality-management,911.0,2209.0
Quality Inspector,https://www.manoalga.lt/en/salaryinfo/quality-management/quality-inspector,858.0,1974.0,Quality Management,https://www.manoalga.lt/en/salaryinfo/quality-management,911.0,2209.0
Quality Planner,https://www.manoalga.lt/en/salaryinfo/quality-management/quality-planner,1005.7311887595,2284.1560362359,Quality Management,https://www.manoalga.lt/en/salaryinfo/quality-management,911.0,2209.0
Deminer,https://www.manoalga.lt/en/salaryinfo/security-protection/deminer,,,Security & Protection,https://www.manoalga.lt/en/salaryinfo/security-protection,939.0,2021.0
Fire Officer,https://www.manoalga.lt/en/salaryinfo/security-protection/fire-officer,854.0,2056.0,Security & Protection,https://www.manoalga.lt/en/salaryinfo/security-protection,939.0,2021.0
"Firefighter, Rescuer",https://www.manoalga.lt/en/salaryinfo/security-protection/firefighter-rescuer,780.18117951562,1699.0201515992,Security & Protection,https://www.manoalga.lt/en/salaryinfo/security-protection,939.0,2021.0
Health and Safety Officer,https://www.manoalga.lt/en/salaryinfo/security-protection/health-and-safety-officer,1071.0,2882.0,Security & Protection,https://www.manoalga.lt/en/salaryinfo/security-protection,939.0,2021.0
Leader of Demining Team,https://www.manoalga.lt/en/salaryinfo/security-protection/leader-of-demining-team,,,Security & Protection,https://www.manoalga.lt/en/salaryinfo/security-protection,939.0,2021.0
Police Officer,https://www.manoalga.lt/en/salaryinfo/security-protection/police-officer,853.0,2100.0,Security & Protection,https://www.manoalga.lt/en/salaryinfo/security-protection,939.0,2021.0
Prison Officer,https://www.manoalga.lt/en/salaryinfo/security-protection/prison-officer,875.39286374561,2226.8441486412,Security & Protection,https://www.manoalga.lt/en/salaryinfo/security-protection,939.0,2021.0
Security Guard,https://www.manoalga.lt/en/salaryinfo/security-protection/security-guard,694.2133481235,1384.7291551119,Security & Protection,https://www.manoalga.lt/en/salaryinfo/security-protection,939.0,2021.0
Security service technician,https://www.manoalga.lt/en/salaryinfo/security-protection/security-service-technician,910.0,2306.0,Security & Protection,https://www.manoalga.lt/en/salaryinfo/security-protection,939.0,2021.0
Soldier,https://www.manoalga.lt/en/salaryinfo/security-protection/soldier,1405.0,2372.0,Security & Protection,https://www.manoalga.lt/en/salaryinfo/security-protection,939.0,2021.0
Beautician,https://www.manoalga.lt/en/salaryinfo/service-industries/beautician,825.0,1798.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Bicycle mechanic,https://www.manoalga.lt/en/salaryinfo/service-industries/bicycle-mechanic,,,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Car Wash Worker,https://www.manoalga.lt/en/salaryinfo/service-industries/car-wash-worker,1554.0,2558.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Florist,https://www.manoalga.lt/en/salaryinfo/service-industries/florist,747.0,1346.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Funeral service worker,https://www.manoalga.lt/en/salaryinfo/service-industries/funeral-service-worker,599.0,1543.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Gardener,https://www.manoalga.lt/en/salaryinfo/service-industries/gardener,650.0,1547.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
"Goldsmith, Jeweller",https://www.manoalga.lt/en/salaryinfo/service-industries/goldsmith-jeweller,601.0,1718.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Hairdresser,https://www.manoalga.lt/en/salaryinfo/service-industries/hairdresser,672.0,1674.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Housekeeper,https://www.manoalga.lt/en/salaryinfo/service-industries/housekeeper,,,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Housekeeping Supervisor,https://www.manoalga.lt/en/salaryinfo/service-industries/housekeeping-supervisor,863.0,2173.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
"Image Stylist, Beauty Stylist",https://www.manoalga.lt/en/salaryinfo/service-industries/image-stylist-beauty-stylist,802.36642632649,1935.6627842485,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Landscape Architect,https://www.manoalga.lt/en/salaryinfo/service-industries/landscape-architect,813.0,1963.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Maintenance Worker,https://www.manoalga.lt/en/salaryinfo/service-industries/maintenance-worker,766.31540025883,1869.1070438159,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
"Pedicurist, Manicurist, Nail Technician",https://www.manoalga.lt/en/salaryinfo/service-industries/pedicurist-manicurist-nail-technician,659.0,1715.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Petrol Station Attendant,https://www.manoalga.lt/en/salaryinfo/service-industries/petrol-station-attendant,780.0,1533.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Plumber,https://www.manoalga.lt/en/salaryinfo/service-industries/plumber,939.0,2065.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Refuse Collector,https://www.manoalga.lt/en/salaryinfo/service-industries/refuse-collector,623.0,1446.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Service Technician,https://www.manoalga.lt/en/salaryinfo/service-industries/service-technician,1032.0,3042.0,Service Industries,https://www.manoalga.lt/en/salaryinfo/service-industries,841.0,1962.0
Geographic Information Systems Engineer,https://www.manoalga.lt/en/salaryinfo/technology-development/geographic-information-systems-engineer,621.0,1979.0,"Technology, Development",https://www.manoalga.lt/en/salaryinfo/technology-development,966.0,2788.0
Head of Technical Department,https://www.manoalga.lt/en/salaryinfo/technology-development/head-of-technical-department,1385.0,3839.0,"Technology, Development",https://www.manoalga.lt/en/salaryinfo/technology-development,966.0,2788.0
Process Engineer,https://www.manoalga.lt/en/salaryinfo/technology-development/process-engineer,806.06396746164,2395.0822702903,"Technology, Development",https://www.manoalga.lt/en/salaryinfo/technology-development,966.0,2788.0
Technical Staff,https://www.manoalga.lt/en/salaryinfo/technology-development/technical-staff,863.0,1989.0,"Technology, Development",https://www.manoalga.lt/en/salaryinfo/technology-development,966.0,2788.0
Data Station Testing Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/data-station-testing-specialist,1074.0,3091.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Fitter/Assembler,https://www.manoalga.lt/en/salaryinfo/telecommunications/fitter-assembler,1058.0,1732.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
ICT Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/ict-specialist,1094.0,3150.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Mobile Network Development Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/mobile-network-development-specialist,1677.0,4394.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Network Modelling Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/network-modelling-specialist,1344.980587909,3786.2821223886,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Network Strategy Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/network-strategy-specialist,1824.0,5089.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Network and Service Operation Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/network-and-service-operation-specialist,1218.0,3279.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
OSS/BSS Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/oss-bss-specialist,1591.0,4209.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Radio Network Optimization Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/radio-network-optimization-specialist,1646.0,4476.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Radio Network Planning Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/radio-network-planning-specialist,1505.0,4235.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Roaming Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/roaming-specialist,,,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Switching Network Development Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/switching-network-development-specialist,1023.0,3096.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Technical Staff,https://www.manoalga.lt/en/salaryinfo/telecommunications/technical-staff,,,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Technician,https://www.manoalga.lt/en/salaryinfo/telecommunications/technician,970.0,2426.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Telecommunication Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/telecommunication-specialist,912.0,3061.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Telecommunications Network Designer,https://www.manoalga.lt/en/salaryinfo/telecommunications/telecommunications-network-designer,889.0,2533.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Telecommunications Product Development Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/telecommunications-product-development-specialist,1846.0,4093.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Telecommunications Service Development Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/telecommunications-service-development-specialist,856.0,6713.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Transmission Netw. Analysis&Development Specialist,https://www.manoalga.lt/en/salaryinfo/telecommunications/transmission-netw-analysisdevelopment-specialist,1178.0,3415.0,Telecommunications,https://www.manoalga.lt/en/salaryinfo/telecommunications,1046.0,3195.0
Clothing/textile technologist,https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry/clothing-textile-technologist,,,"Textile, Leather, Apparel Industry",https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry,891.0,1772.0
Cobbler,https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry/cobbler,,,"Textile, Leather, Apparel Industry",https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry,891.0,1772.0
Fabric Cutter,https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry/fabric-cutter,815.0,1158.0,"Textile, Leather, Apparel Industry",https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry,891.0,1772.0
"Fashion Designer, Pattern Cutter",https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry/fashion-designer-pattern-cutter,1006.0,2165.0,"Textile, Leather, Apparel Industry",https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry,891.0,1772.0
Seamstress,https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry/seamstress,693.0,1269.0,"Textile, Leather, Apparel Industry",https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry,891.0,1772.0
Tailor,https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry/tailor,823.0,1339.0,"Textile, Leather, Apparel Industry",https://www.manoalga.lt/en/salaryinfo/textile-leather-apparel-industry,891.0,1772.0
Branch Director,https://www.manoalga.lt/en/salaryinfo/top-management/branch-director,1193.3814013681,3949.8983176188,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Call Centre Director,https://www.manoalga.lt/en/salaryinfo/top-management/call-centre-director,,,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Chief Executive Officer,https://www.manoalga.lt/en/salaryinfo/top-management/chief-executive-officer,1326.0,8879.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Country Manager/Director,https://www.manoalga.lt/en/salaryinfo/top-management/country-manager-director,1509.0,4836.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Economic/Financial Manager,https://www.manoalga.lt/en/salaryinfo/top-management/economic-financial-manager,1459.6043630985,5150.6748012572,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
IT Director,https://www.manoalga.lt/en/salaryinfo/top-management/it-director,1770.0,5463.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Laboratory Director,https://www.manoalga.lt/en/salaryinfo/top-management/laboratory-director,1350.0,4090.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Logistics Director,https://www.manoalga.lt/en/salaryinfo/top-management/logistics-director,1549.0,4147.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Managing Director,https://www.manoalga.lt/en/salaryinfo/top-management/managing-director,1632.0,6736.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Marketing Director,https://www.manoalga.lt/en/salaryinfo/top-management/marketing-director,1491.0,4662.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Medical Institution Manager,https://www.manoalga.lt/en/salaryinfo/top-management/medical-institution-manager,1711.0,6248.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Operations Manager,https://www.manoalga.lt/en/salaryinfo/top-management/operations-manager,1049.0,3794.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Personnel Manager,https://www.manoalga.lt/en/salaryinfo/top-management/personnel-manager,1343.0,3591.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Plant manager,https://www.manoalga.lt/en/salaryinfo/top-management/plant-manager,1181.0,7245.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Production Director,https://www.manoalga.lt/en/salaryinfo/top-management/production-director,1398.5949343686,5411.3514512849,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Publishing House Director,https://www.manoalga.lt/en/salaryinfo/top-management/publishing-house-director,1472.0,6043.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Quality Control/ISO Manager,https://www.manoalga.lt/en/salaryinfo/top-management/quality-control-iso-manager,1168.0,3839.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Sales Director,https://www.manoalga.lt/en/salaryinfo/top-management/sales-director,1274.0,4038.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
School Principal,https://www.manoalga.lt/en/salaryinfo/top-management/school-principal,1249.0,4044.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Security Service Director,https://www.manoalga.lt/en/salaryinfo/top-management/security-service-director,862.0,3493.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Technical Director,https://www.manoalga.lt/en/salaryinfo/top-management/technical-director,1512.0,4396.0,Top Management,https://www.manoalga.lt/en/salaryinfo/top-management,1351.0,4702.0
Accommodation Manager,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/accommodation-manager,795.0,3177.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Activity Instructor,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/activity-instructor,,,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Assistant Cook,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/assistant-cook,751.0,1520.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Bartender,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/bartender,730.0,1702.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Booking agent,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/booking-agent,823.0,2090.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Bosun,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/bosun,1467.9238306526,2879.4601589943,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Catering manager,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/catering-manager,981.0,2536.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Chambermaid,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/chambermaid,661.0,1454.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Chef,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/chef,820.0,2194.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Concierge,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/concierge,,,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Cook,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/cook,785.0,1579.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Croupier,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/croupier,835.6442965428,1661.1203549639,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Fast food worker,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/fast-food-worker,686.0,1545.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Flight Attendant,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/flight-attendant,1002.0,3545.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Hotel Porter,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/hotel-porter,681.0,1564.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Houseman,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/houseman,,,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Kitchen Helper,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/kitchen-helper,581.0,1430.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
"Lifeguard, Swimming Instructor",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/lifeguard-swimming-instructor,,,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Pizza Cook,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/pizza-cook,813.0,1397.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Receptionist,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/receptionist,782.0,1506.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Restaurant worker,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/restaurant-worker,779.0,1486.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Sommelier,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/sommelier,1221.0,2221.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Spa Therapist,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/spa-therapist,816.0,1674.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Travel Guide,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/travel-guide,728.0,2171.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Waiter,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/waiter,694.0,1296.0,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Waiter - Room Service,https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business/waiter-room-service,,,"Tourism, Gastronomy, Hotel Business",https://www.manoalga.lt/en/salaryinfo/tourism-gastronomy-hotel-business,792.0,1892.0
Interpreter,https://www.manoalga.lt/en/salaryinfo/translating-interpreting/interpreter,570.0,1640.0,"Translating, interpreting",https://www.manoalga.lt/en/salaryinfo/translating-interpreting,543.0,1790.0
Proofreader,https://www.manoalga.lt/en/salaryinfo/translating-interpreting/proofreader,766.0,2051.0,"Translating, interpreting",https://www.manoalga.lt/en/salaryinfo/translating-interpreting,543.0,1790.0
Translator,https://www.manoalga.lt/en/salaryinfo/translating-interpreting/translator,570.0,1844.0,"Translating, interpreting",https://www.manoalga.lt/en/salaryinfo/translating-interpreting,543.0,1790.0
Air Traffic Controller,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/air-traffic-controller,956.0,5305.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Aircraft Technician,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/aircraft-technician,877.0,3349.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Bus Driver,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/bus-driver,858.0,2459.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Car Driver,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/car-driver,771.0,1453.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
